id,max_voice_score
TEST_15458,0.999429
TEST_40439,0.99969953
TEST_41478,0.6252692
TEST_00948,0.99989295
TEST_29644,0.99994224
TEST_40261,0.39252114
TEST_06909,0.96539366
TEST_25145,0.99996656
TEST_32742,0.999952
TEST_11883,0.9999995
TEST_42079,0.99999964
TEST_19280,0.020041311
TEST_09004,0.99966383
TEST_38078,0.00389913
TEST_26926,0.99885964
TEST_05255,0.99986875
TEST_04180,0.99989474
TEST_26540,0.99996305
TEST_20049,0.99981654
TEST_33939,0.99997604
TEST_25750,0.9997755
TEST_32464,0.99945754
TEST_05413,7.244692e-07
TEST_24149,0.9998532
TEST_33324,0.9938144
TEST_13288,0.89314705
TEST_28341,0.99868304
TEST_09966,0.9997542
TEST_43177,0.06269873
TEST_32644,0.99963176
TEST_31950,0.002888514
TEST_38122,0.0022257501
TEST_34879,0.99971503
TEST_18569,0.00090530247
TEST_42382,0.9999765
TEST_26712,0.999993
TEST_38659,0.99999905
TEST_14212,2.9518078e-05
TEST_01938,0.00042668264
TEST_47389,0.9995313
TEST_31398,0.9998958
TEST_32160,0.9996961
TEST_29113,0.9998749
TEST_21385,0.9983448
TEST_07395,0.9999471
TEST_21066,0.9999853
TEST_37569,0.9996458
TEST_05722,0.9999697
TEST_05684,0.999895
TEST_04574,0.9999872
TEST_24561,0.9986324
TEST_35382,0.9999292
TEST_49505,0.9999435
TEST_19543,0.99999213
TEST_44745,0.9999655
TEST_35996,0.9999564
TEST_00116,0.999764
TEST_28125,0.99900335
TEST_04879,0.9999937
TEST_18002,0.9999439
TEST_16849,0.9998471
TEST_41403,0.7629398
TEST_30801,0.99998343
TEST_42345,0.9990969
TEST_16415,1.46794355e-05
TEST_40618,0.9996415
TEST_37547,0.9986399
TEST_32393,0.0043751393
TEST_23239,0.999427
TEST_47990,3.6013338e-07
TEST_01153,0.9999286
TEST_44282,0.9986074
TEST_45833,0.99984115
TEST_12072,0.99999774
TEST_30008,0.9996283
TEST_17026,0.75085735
TEST_33725,0.9998022
TEST_36250,0.99991137
TEST_08996,0.9990967
TEST_48317,0.9984534
TEST_15714,0.999582
TEST_38487,0.99999285
TEST_18953,0.99996656
TEST_18799,0.0005409688
TEST_19530,0.9999502
TEST_34345,0.99986225
TEST_27760,0.9999936
TEST_25198,0.9999893
TEST_09757,0.99989754
TEST_35153,0.00018854885
TEST_27453,0.9999971
TEST_19955,0.99940455
TEST_44451,0.7589334
TEST_17086,0.9999586
TEST_23031,0.10180456
TEST_22172,0.9997274
TEST_38640,0.99991816
TEST_15981,0.99992603
TEST_36082,0.99946743
TEST_28756,4.4560165e-06
TEST_37307,0.99474996
TEST_49161,0.99901325
TEST_15079,0.9989141
TEST_37874,0.9999987
TEST_45391,0.9999778
TEST_27381,0.999933
TEST_21623,0.99947023
TEST_34491,0.9999965
TEST_11917,0.99996525
TEST_48615,0.9996941
TEST_42733,0.9998912
TEST_12690,1.5906203e-07
TEST_06143,0.99985355
TEST_12078,0.9982115
TEST_09010,0.99913687
TEST_29137,0.9999765
TEST_03731,0.9999457
TEST_22522,0.99993265
TEST_39520,0.99999136
TEST_02962,0.9999869
TEST_23043,0.9998924
TEST_22176,0.9999594
TEST_39088,0.99943054
TEST_44737,0.99996716
TEST_12624,0.99998975
TEST_31403,0.99996215
TEST_49704,0.99998754
TEST_27580,0.00023218089
TEST_17361,0.99788266
TEST_48458,0.017800119
TEST_31155,0.99917704
TEST_38531,0.9999105
TEST_01568,0.9997262
TEST_07034,0.99995416
TEST_22819,0.999957
TEST_38372,0.9999996
TEST_45499,0.99997586
TEST_45286,0.9999291
TEST_33514,0.9997832
TEST_37596,0.006549269
TEST_35312,0.9999899
TEST_15270,0.9999886
TEST_04560,0.9996084
TEST_42388,0.99900156
TEST_39538,0.99994564
TEST_14505,0.9970944
TEST_31994,0.99986696
TEST_13408,5.4708875e-05
TEST_09295,0.9998952
TEST_32344,0.9975407
TEST_14401,0.99788386
TEST_43789,0.9999894
TEST_37231,0.99999505
TEST_19666,0.9999631
TEST_09563,0.9999864
TEST_32419,0.9988446
TEST_01913,0.9999213
TEST_19257,0.9998344
TEST_24704,0.9999931
TEST_48794,0.99998915
TEST_27774,0.9998347
TEST_02572,0.9998537
TEST_33601,0.99900144
TEST_12747,0.9999927
TEST_03471,0.9998897
TEST_02262,0.99947625
TEST_48218,0.99998486
TEST_10938,0.99995255
TEST_19320,3.4893797e-05
TEST_11088,0.9999871
TEST_47756,0.99998844
TEST_29036,0.9999953
TEST_02213,4.2985488e-07
TEST_09911,0.9999767
TEST_43906,0.99878544
TEST_48207,0.9998383
TEST_30222,0.99997354
TEST_34588,0.99999285
TEST_17833,0.9999971
TEST_15089,0.99981153
TEST_19980,0.9999758
TEST_32887,0.9997372
TEST_22660,0.9999932
TEST_12982,0.9999508
TEST_45924,0.9450938
TEST_39359,0.9995974
TEST_21139,0.9998803
TEST_24798,0.9993221
TEST_20328,4.8306424e-06
TEST_35821,0.99993545
TEST_32967,0.99997985
TEST_19422,0.9995479
TEST_05622,0.999908
TEST_05384,0.010014829
TEST_31159,0.9983936
TEST_36213,0.9991901
TEST_27152,0.99981403
TEST_21143,0.9998771
TEST_08311,0.9999988
TEST_01592,0.9999717
TEST_16082,0.99935746
TEST_04891,0.85720897
TEST_13498,0.99995
TEST_23730,0.9966386
TEST_43315,0.9974943
TEST_19343,0.9997182
TEST_20195,0.99998075
TEST_00084,0.9999695
TEST_03955,3.3572767e-05
TEST_29371,0.9999912
TEST_03423,0.99999636
TEST_20596,0.99978036
TEST_33687,0.9999819
TEST_02807,0.9999959
TEST_36579,0.99999565
TEST_12544,0.9999946
TEST_10466,0.9999504
TEST_25820,0.99485826
TEST_49009,0.99999285
TEST_16677,0.99896103
TEST_36602,0.9999771
TEST_02765,0.99945354
TEST_45200,0.0047502015
TEST_22506,0.9999087
TEST_17424,0.9999874
TEST_25732,0.99880743
TEST_22926,0.99982786
TEST_15298,0.9997798
TEST_46055,0.99996835
TEST_31880,0.99987406
TEST_43178,0.99968994
TEST_26225,0.99979776
TEST_25178,0.99987704
TEST_10174,0.99920684
TEST_40978,0.99935436
TEST_32130,0.99967325
TEST_37354,0.99998844
TEST_11854,0.9998934
TEST_05472,1.7583851e-06
TEST_20987,0.9999773
TEST_20602,0.2668909
TEST_39005,0.99903786
TEST_27682,0.9999902
TEST_44536,0.6197339
TEST_34154,0.99994
TEST_30501,0.99989897
TEST_48875,0.9999559
TEST_31487,0.99997646
TEST_05070,0.9995291
TEST_31150,0.9889395
TEST_03488,0.99995875
TEST_15043,0.9913458
TEST_46180,0.9999712
TEST_45278,0.9999969
TEST_37263,0.99987954
TEST_13738,0.9981712
TEST_46083,0.9990225
TEST_37544,0.9999221
TEST_07685,0.99928004
TEST_49930,0.9995395
TEST_01020,0.9999868
TEST_34805,0.9999879
TEST_31480,3.0742592e-07
TEST_04016,0.9993502
TEST_37825,0.9996154
TEST_05844,0.9999816
TEST_05812,0.9999881
TEST_30282,0.99904495
TEST_09888,0.99983495
TEST_03203,0.9999957
TEST_46911,0.99946445
TEST_27831,0.9999923
TEST_47712,0.99995804
TEST_09462,0.9991007
TEST_46317,0.99988323
TEST_21129,0.9999435
TEST_13351,0.9999782
TEST_06890,1.0839547e-07
TEST_06354,0.9886671
TEST_23818,0.99999857
TEST_30901,0.9999442
TEST_45172,0.0005365044
TEST_22896,0.99988
TEST_48784,0.9997302
TEST_10607,0.9998092
TEST_29551,0.99997884
TEST_42022,0.9946633
TEST_13884,0.018950641
TEST_34980,0.9997837
TEST_39727,0.99985546
TEST_20740,0.99999696
TEST_30522,0.9998478
TEST_10253,0.9999297
TEST_48890,0.99999136
TEST_04451,0.99984425
TEST_12343,0.9998977
TEST_43424,0.9999957
TEST_14830,0.9999743
TEST_38741,0.9999529
TEST_33300,0.9997723
TEST_49479,3.7690108e-06
TEST_26720,0.9999937
TEST_39545,0.99993896
TEST_20334,0.051280536
TEST_19597,0.9999976
TEST_20615,0.99996066
TEST_40473,0.9999945
TEST_45985,0.99984413
TEST_35375,0.99876946
TEST_33171,0.9967481
TEST_42519,0.9999474
TEST_08719,0.06957593
TEST_49190,0.9999755
TEST_00242,0.99966174
TEST_49986,0.9994917
TEST_38340,0.9996247
TEST_41301,0.9998627
TEST_19871,0.99982
TEST_38629,0.9999521
TEST_32965,0.9999698
TEST_15588,0.9191135
TEST_27247,0.9999786
TEST_37681,0.99996483
TEST_23472,0.99998915
TEST_11122,0.9999616
TEST_30564,0.9998665
TEST_05989,0.9998467
TEST_40812,0.99989015
TEST_19341,0.99330336
TEST_47330,0.010664679
TEST_08059,0.9366114
TEST_10610,0.99994105
TEST_29020,0.9999427
TEST_08630,0.99996114
TEST_16709,0.99999195
TEST_22268,0.21284488
TEST_17324,0.99851626
TEST_49310,0.999604
TEST_01804,0.9999556
TEST_36177,0.99876
TEST_23875,0.9997994
TEST_11245,0.99999857
TEST_35711,0.99979174
TEST_26851,0.99999624
TEST_04379,0.9999966
TEST_41131,0.99963295
TEST_31707,0.9999432
TEST_27936,0.9995277
TEST_18980,0.99104756
TEST_07911,0.996858
TEST_09930,0.99999374
TEST_24223,0.9991868
TEST_44597,0.9992302
TEST_44129,0.99988395
TEST_22436,0.9999122
TEST_34777,0.99998033
TEST_35504,0.9997679
TEST_17291,0.99998903
TEST_10503,0.9999952
TEST_38918,0.99999523
TEST_26821,0.006986237
TEST_39691,0.99997663
TEST_21390,0.99713075
TEST_41853,0.99998903
TEST_37159,0.9946941
TEST_27497,0.99989194
TEST_20092,0.9997468
TEST_12651,1.2530319e-05
TEST_20496,0.99792594
TEST_01846,0.9998257
TEST_02564,0.99965847
TEST_14767,0.9999973
TEST_40303,0.9996421
TEST_26758,0.99984753
TEST_28561,0.99874175
TEST_46868,0.9999804
TEST_45588,0.9998221
TEST_28168,0.9999203
TEST_21426,0.9998359
TEST_39909,1.1501694e-05
TEST_18488,0.9998381
TEST_40055,0.9999511
TEST_45739,0.999922
TEST_24165,0.999964
TEST_01879,0.9999084
TEST_19966,0.99989855
TEST_45146,0.9999859
TEST_04634,0.999941
TEST_33301,0.99996567
TEST_35709,0.9999429
TEST_12957,0.9974734
TEST_09984,0.99999577
TEST_18421,0.99999326
TEST_01610,0.9988162
TEST_43730,8.5082513e-07
TEST_08636,0.9999086
TEST_17949,0.99981475
TEST_14495,0.9999917
TEST_22408,0.9999243
TEST_05030,0.99579376
TEST_49895,0.99995995
TEST_41115,0.99991983
TEST_14456,0.9949614
TEST_08250,0.9998715
TEST_22788,0.9998955
TEST_15018,0.99999976
TEST_12486,0.99997455
TEST_18088,0.99998456
TEST_05036,0.999971
TEST_47950,0.99999684
TEST_43539,0.7685711
TEST_35463,0.057917763
TEST_47739,0.99995875
TEST_20712,0.99964666
TEST_02237,0.9995596
TEST_41503,0.99994576
TEST_21466,0.9988259
TEST_43561,0.9998749
TEST_36205,0.99995387
TEST_13365,0.99973744
TEST_13041,0.9998135
TEST_20189,0.999219
TEST_17125,0.9999106
TEST_38192,0.99999225
TEST_06300,0.8446008
TEST_24672,0.99928933
TEST_00307,0.9999105
TEST_32673,0.9991268
TEST_01157,0.9999095
TEST_05792,0.9999344
TEST_37627,0.9979291
TEST_11768,0.9998691
TEST_29028,0.99988365
TEST_10041,0.99883664
TEST_15839,0.99981683
TEST_18611,0.9997764
TEST_47549,0.998479
TEST_46679,0.9999919
TEST_36179,0.8449466
TEST_18890,0.9999816
TEST_09475,0.99992496
TEST_37127,0.9998171
TEST_34258,0.9999713
TEST_32242,0.9986237
TEST_46806,0.9987161
TEST_21580,0.9999906
TEST_21792,0.9999968
TEST_07968,1.9909874e-06
TEST_28575,0.9998194
TEST_31001,0.45682123
TEST_41190,0.99993265
TEST_02059,0.994931
TEST_31230,0.957898
TEST_00989,0.9999057
TEST_41707,0.9998546
TEST_22139,0.9999615
TEST_03200,0.9998655
TEST_43855,0.9999827
TEST_46739,0.08159589
TEST_13602,0.9198003
TEST_38077,0.021360347
TEST_08117,0.9525497
TEST_26155,0.9999553
TEST_07388,0.99999523
TEST_42191,0.9999833
TEST_14002,0.999995
TEST_11791,0.9998168
TEST_35715,0.9999557
TEST_28513,0.99972653
TEST_26895,0.99996954
TEST_40619,0.99980354
TEST_37190,0.9999069
TEST_09361,0.99988943
TEST_31629,0.99994487
TEST_22286,0.99995
TEST_37564,0.0005992562
TEST_06146,0.99998444
TEST_21074,0.9991045
TEST_49030,0.9998973
TEST_34593,0.9988959
TEST_12990,0.9999978
TEST_25331,0.99999505
TEST_20706,0.9999364
TEST_29562,7.4519485e-05
TEST_49542,0.9993918
TEST_03957,0.99994636
TEST_28929,1.9968353e-07
TEST_40273,0.99985915
TEST_21731,0.9997804
TEST_03227,0.9999414
TEST_28511,0.999971
TEST_24962,0.99239635
TEST_20985,0.9999826
TEST_37063,0.998959
TEST_42192,0.9999258
TEST_33873,0.99971557
TEST_06207,0.9995838
TEST_00526,6.790377e-05
TEST_17117,0.99959123
TEST_04110,0.9999492
TEST_27971,0.9998325
TEST_30668,0.9998258
TEST_43133,0.99989855
TEST_16857,0.9999543
TEST_03655,0.99994147
TEST_36819,0.9998794
TEST_25381,0.999866
TEST_05584,0.999628
TEST_33224,0.9995683
TEST_36696,0.9999367
TEST_15382,0.9999812
TEST_31891,0.37604275
TEST_26436,0.9995069
TEST_19733,0.9983092
TEST_12100,0.9998242
TEST_24292,0.93962806
TEST_43518,0.99924403
TEST_32919,0.99992853
TEST_36704,0.99996877
TEST_22587,0.9996626
TEST_24646,0.9998603
TEST_30022,0.99983567
TEST_21655,0.99991363
TEST_08701,0.9999959
TEST_16039,0.999821
TEST_22893,0.99990505
TEST_08811,1.0022896e-07
TEST_14544,0.99999374
TEST_17482,0.9999615
TEST_22682,0.999528
TEST_29605,0.9995136
TEST_43130,0.99844563
TEST_23824,0.9999842
TEST_42819,0.99819
TEST_03618,0.9996075
TEST_37773,0.99977374
TEST_15632,0.99997246
TEST_39787,0.99969935
TEST_00563,0.99915385
TEST_19701,0.0036847861
TEST_38992,0.99998045
TEST_00101,3.5840916e-05
TEST_41182,0.99996203
TEST_16985,0.9996702
TEST_46071,0.9997299
TEST_47723,0.99985754
TEST_31668,0.9987621
TEST_43572,0.9999922
TEST_25346,0.9988847
