id,path,fake,real
ZBGYALOZ,/home/tdl/deepvoice/CQT_test_nocan/ZBGYALOZ.ogg,0,1
MVRZHXWF,/home/tdl/deepvoice/CQT_test_nocan/MVRZHXWF.ogg,1,0
mixed_14910,/home/tdl/deepvoice/CQT_test_nocan/mixed_14910.ogg,1,1
ZHIPSBOE,/home/tdl/deepvoice/CQT_test_nocan/ZHIPSBOE.ogg,1,0
WJDZHGTK,/home/tdl/deepvoice/CQT_test_nocan/WJDZHGTK.ogg,1,0
CUWLEMSM,/home/tdl/deepvoice/CQT_test_nocan/CUWLEMSM.ogg,1,0
mixed_14481,/home/tdl/deepvoice/CQT_test_nocan/mixed_14481.ogg,1,1
JOTROGQU,/home/tdl/deepvoice/CQT_test_nocan/JOTROGQU.ogg,1,0
SASGOOBR,/home/tdl/deepvoice/CQT_test_nocan/SASGOOBR.ogg,1,0
mixed_7446,/home/tdl/deepvoice/CQT_test_nocan/mixed_7446.ogg,1,1
BCNHNSNS,/home/tdl/deepvoice/CQT_test_nocan/BCNHNSNS.ogg,0,1
mixed_4830,/home/tdl/deepvoice/CQT_test_nocan/mixed_4830.ogg,1,1
mixed_23234,/home/tdl/deepvoice/CQT_test_nocan/mixed_23234.ogg,1,1
VLXKHEGM,/home/tdl/deepvoice/CQT_test_nocan/VLXKHEGM.ogg,0,1
mixed_9109,/home/tdl/deepvoice/CQT_test_nocan/mixed_9109.ogg,1,1
mixed_23030,/home/tdl/deepvoice/CQT_test_nocan/mixed_23030.ogg,1,1
NNUSUVSW,/home/tdl/deepvoice/CQT_test_nocan/NNUSUVSW.ogg,1,0
ZPVVMPYF,/home/tdl/deepvoice/CQT_test_nocan/ZPVVMPYF.ogg,1,0
STVJDOTA,/home/tdl/deepvoice/CQT_test_nocan/STVJDOTA.ogg,1,0
GTTGVTKD,/home/tdl/deepvoice/CQT_test_nocan/GTTGVTKD.ogg,0,1
mixed_25564,/home/tdl/deepvoice/CQT_test_nocan/mixed_25564.ogg,1,1
VAAVZOZO,/home/tdl/deepvoice/CQT_test_nocan/VAAVZOZO.ogg,1,0
HDJIQUKD,/home/tdl/deepvoice/CQT_test_nocan/HDJIQUKD.ogg,0,1
BHODXUMO,/home/tdl/deepvoice/CQT_test_nocan/BHODXUMO.ogg,1,0
mixed_24874,/home/tdl/deepvoice/CQT_test_nocan/mixed_24874.ogg,1,1
mixed_1230,/home/tdl/deepvoice/CQT_test_nocan/mixed_1230.ogg,1,1
GQQHOQYC,/home/tdl/deepvoice/CQT_test_nocan/GQQHOQYC.ogg,1,0
AEYLNOZG,/home/tdl/deepvoice/CQT_test_nocan/AEYLNOZG.ogg,1,0
mixed_6632,/home/tdl/deepvoice/CQT_test_nocan/mixed_6632.ogg,1,1
IKZEEFFG,/home/tdl/deepvoice/CQT_test_nocan/IKZEEFFG.ogg,0,1
mixed_24679,/home/tdl/deepvoice/CQT_test_nocan/mixed_24679.ogg,1,1
KGFSHRXM,/home/tdl/deepvoice/CQT_test_nocan/KGFSHRXM.ogg,0,1
VKKXFYNN,/home/tdl/deepvoice/CQT_test_nocan/VKKXFYNN.ogg,0,1
mixed_3051,/home/tdl/deepvoice/CQT_test_nocan/mixed_3051.ogg,1,1
GUXDXQKZ,/home/tdl/deepvoice/CQT_test_nocan/GUXDXQKZ.ogg,0,1
mixed_5117,/home/tdl/deepvoice/CQT_test_nocan/mixed_5117.ogg,1,1
BWNGXAPB,/home/tdl/deepvoice/CQT_test_nocan/BWNGXAPB.ogg,1,0
MNPPZBWF,/home/tdl/deepvoice/CQT_test_nocan/MNPPZBWF.ogg,1,0
RUNBSVKN,/home/tdl/deepvoice/CQT_test_nocan/RUNBSVKN.ogg,0,1
EJJYDSDA,/home/tdl/deepvoice/CQT_test_nocan/EJJYDSDA.ogg,0,1
SAREJORR,/home/tdl/deepvoice/CQT_test_nocan/SAREJORR.ogg,1,0
TPUBZAOK,/home/tdl/deepvoice/CQT_test_nocan/TPUBZAOK.ogg,1,0
GPMTVYOF,/home/tdl/deepvoice/CQT_test_nocan/GPMTVYOF.ogg,0,1
mixed_10077,/home/tdl/deepvoice/CQT_test_nocan/mixed_10077.ogg,1,1
ZNDLAWTA,/home/tdl/deepvoice/CQT_test_nocan/ZNDLAWTA.ogg,1,0
mixed_20187,/home/tdl/deepvoice/CQT_test_nocan/mixed_20187.ogg,1,1
VWIMOGNW,/home/tdl/deepvoice/CQT_test_nocan/VWIMOGNW.ogg,1,0
mixed_4874,/home/tdl/deepvoice/CQT_test_nocan/mixed_4874.ogg,1,1
IOSNRFNA,/home/tdl/deepvoice/CQT_test_nocan/IOSNRFNA.ogg,0,1
ESPUMJNJ,/home/tdl/deepvoice/CQT_test_nocan/ESPUMJNJ.ogg,1,0
UYHZZCNC,/home/tdl/deepvoice/CQT_test_nocan/UYHZZCNC.ogg,0,1
DZCADHTK,/home/tdl/deepvoice/CQT_test_nocan/DZCADHTK.ogg,0,1
IYIYSBMB,/home/tdl/deepvoice/CQT_test_nocan/IYIYSBMB.ogg,0,1
USDANYXW,/home/tdl/deepvoice/CQT_test_nocan/USDANYXW.ogg,1,0
mixed_18361,/home/tdl/deepvoice/CQT_test_nocan/mixed_18361.ogg,1,1
FBXXOHPW,/home/tdl/deepvoice/CQT_test_nocan/FBXXOHPW.ogg,0,1
ZRZSENXS,/home/tdl/deepvoice/CQT_test_nocan/ZRZSENXS.ogg,1,0
JRGZQJZU,/home/tdl/deepvoice/CQT_test_nocan/JRGZQJZU.ogg,0,1
WOQVQKUM,/home/tdl/deepvoice/CQT_test_nocan/WOQVQKUM.ogg,0,1
QUGOPBDQ,/home/tdl/deepvoice/CQT_test_nocan/QUGOPBDQ.ogg,0,1
mixed_14324,/home/tdl/deepvoice/CQT_test_nocan/mixed_14324.ogg,1,1
QLOHMUQU,/home/tdl/deepvoice/CQT_test_nocan/QLOHMUQU.ogg,0,1
GARWHCMG,/home/tdl/deepvoice/CQT_test_nocan/GARWHCMG.ogg,1,0
MZDECCUE,/home/tdl/deepvoice/CQT_test_nocan/MZDECCUE.ogg,0,1
UMRXGGMZ,/home/tdl/deepvoice/CQT_test_nocan/UMRXGGMZ.ogg,1,0
mixed_5443,/home/tdl/deepvoice/CQT_test_nocan/mixed_5443.ogg,1,1
mixed_8725,/home/tdl/deepvoice/CQT_test_nocan/mixed_8725.ogg,1,1
WPBXIMWX,/home/tdl/deepvoice/CQT_test_nocan/WPBXIMWX.ogg,0,1
SDXVTVTY,/home/tdl/deepvoice/CQT_test_nocan/SDXVTVTY.ogg,0,1
UJVVBZYT,/home/tdl/deepvoice/CQT_test_nocan/UJVVBZYT.ogg,0,1
JRGDICFM,/home/tdl/deepvoice/CQT_test_nocan/JRGDICFM.ogg,0,1
YYSMOEQU,/home/tdl/deepvoice/CQT_test_nocan/YYSMOEQU.ogg,1,0
TLEZFKYV,/home/tdl/deepvoice/CQT_test_nocan/TLEZFKYV.ogg,0,1
FORTIPQQ,/home/tdl/deepvoice/CQT_test_nocan/FORTIPQQ.ogg,0,1
mixed_9597,/home/tdl/deepvoice/CQT_test_nocan/mixed_9597.ogg,1,1
ZNMQVMVQ,/home/tdl/deepvoice/CQT_test_nocan/ZNMQVMVQ.ogg,1,0
mixed_13281,/home/tdl/deepvoice/CQT_test_nocan/mixed_13281.ogg,1,1
IJCQZYRF,/home/tdl/deepvoice/CQT_test_nocan/IJCQZYRF.ogg,1,0
ZWWZCMKL,/home/tdl/deepvoice/CQT_test_nocan/ZWWZCMKL.ogg,1,0
XCSVQFNE,/home/tdl/deepvoice/CQT_test_nocan/XCSVQFNE.ogg,1,0
mixed_8828,/home/tdl/deepvoice/CQT_test_nocan/mixed_8828.ogg,1,1
WUAWRWAQ,/home/tdl/deepvoice/CQT_test_nocan/WUAWRWAQ.ogg,0,1
mixed_21250,/home/tdl/deepvoice/CQT_test_nocan/mixed_21250.ogg,1,1
HRDIJNFS,/home/tdl/deepvoice/CQT_test_nocan/HRDIJNFS.ogg,1,0
mixed_815,/home/tdl/deepvoice/CQT_test_nocan/mixed_815.ogg,1,1
PTSRMKGK,/home/tdl/deepvoice/CQT_test_nocan/PTSRMKGK.ogg,0,1
GTRFHORH,/home/tdl/deepvoice/CQT_test_nocan/GTRFHORH.ogg,0,1
PUMILCHE,/home/tdl/deepvoice/CQT_test_nocan/PUMILCHE.ogg,1,0
mixed_26274,/home/tdl/deepvoice/CQT_test_nocan/mixed_26274.ogg,1,1
mixed_25706,/home/tdl/deepvoice/CQT_test_nocan/mixed_25706.ogg,1,1
RXLJRQWE,/home/tdl/deepvoice/CQT_test_nocan/RXLJRQWE.ogg,1,0
EQYZFLKI,/home/tdl/deepvoice/CQT_test_nocan/EQYZFLKI.ogg,1,0
mixed_11948,/home/tdl/deepvoice/CQT_test_nocan/mixed_11948.ogg,1,1
mixed_21981,/home/tdl/deepvoice/CQT_test_nocan/mixed_21981.ogg,1,1
EUMKLTPF,/home/tdl/deepvoice/CQT_test_nocan/EUMKLTPF.ogg,0,1
RNZKVVSU,/home/tdl/deepvoice/CQT_test_nocan/RNZKVVSU.ogg,0,1
DEIUKHCP,/home/tdl/deepvoice/CQT_test_nocan/DEIUKHCP.ogg,1,0
mixed_8262,/home/tdl/deepvoice/CQT_test_nocan/mixed_8262.ogg,1,1
HKTCNOOY,/home/tdl/deepvoice/CQT_test_nocan/HKTCNOOY.ogg,1,0
ARIKEFPZ,/home/tdl/deepvoice/CQT_test_nocan/ARIKEFPZ.ogg,0,1
RJBYQZRY,/home/tdl/deepvoice/CQT_test_nocan/RJBYQZRY.ogg,1,0
mixed_8269,/home/tdl/deepvoice/CQT_test_nocan/mixed_8269.ogg,1,1
mixed_10558,/home/tdl/deepvoice/CQT_test_nocan/mixed_10558.ogg,1,1
QJVLHTDD,/home/tdl/deepvoice/CQT_test_nocan/QJVLHTDD.ogg,0,1
AABHDRLX,/home/tdl/deepvoice/CQT_test_nocan/AABHDRLX.ogg,0,1
JHYBRCQF,/home/tdl/deepvoice/CQT_test_nocan/JHYBRCQF.ogg,0,1
KISSPVGC,/home/tdl/deepvoice/CQT_test_nocan/KISSPVGC.ogg,1,0
mixed_5699,/home/tdl/deepvoice/CQT_test_nocan/mixed_5699.ogg,1,1
BBMGUOUI,/home/tdl/deepvoice/CQT_test_nocan/BBMGUOUI.ogg,0,1
mixed_6977,/home/tdl/deepvoice/CQT_test_nocan/mixed_6977.ogg,1,1
HDLSMTJO,/home/tdl/deepvoice/CQT_test_nocan/HDLSMTJO.ogg,1,0
TPTDWBLS,/home/tdl/deepvoice/CQT_test_nocan/TPTDWBLS.ogg,0,1
HSTHJNEC,/home/tdl/deepvoice/CQT_test_nocan/HSTHJNEC.ogg,1,0
mixed_10637,/home/tdl/deepvoice/CQT_test_nocan/mixed_10637.ogg,1,1
mixed_10323,/home/tdl/deepvoice/CQT_test_nocan/mixed_10323.ogg,1,1
OTWQJIUV,/home/tdl/deepvoice/CQT_test_nocan/OTWQJIUV.ogg,0,1
mixed_25057,/home/tdl/deepvoice/CQT_test_nocan/mixed_25057.ogg,1,1
GXPPQSXH,/home/tdl/deepvoice/CQT_test_nocan/GXPPQSXH.ogg,0,1
HSAKWKVI,/home/tdl/deepvoice/CQT_test_nocan/HSAKWKVI.ogg,1,0
mixed_10978,/home/tdl/deepvoice/CQT_test_nocan/mixed_10978.ogg,1,1
WXPRUCXK,/home/tdl/deepvoice/CQT_test_nocan/WXPRUCXK.ogg,1,0
SYXMCWFO,/home/tdl/deepvoice/CQT_test_nocan/SYXMCWFO.ogg,0,1
mixed_16412,/home/tdl/deepvoice/CQT_test_nocan/mixed_16412.ogg,1,1
LYTABFEU,/home/tdl/deepvoice/CQT_test_nocan/LYTABFEU.ogg,0,1
UTGPUWTR,/home/tdl/deepvoice/CQT_test_nocan/UTGPUWTR.ogg,0,1
PULTYSJM,/home/tdl/deepvoice/CQT_test_nocan/PULTYSJM.ogg,0,1
mixed_10298,/home/tdl/deepvoice/CQT_test_nocan/mixed_10298.ogg,1,1
RODKYIXS,/home/tdl/deepvoice/CQT_test_nocan/RODKYIXS.ogg,0,1
mixed_23432,/home/tdl/deepvoice/CQT_test_nocan/mixed_23432.ogg,1,1
QIDMQFZW,/home/tdl/deepvoice/CQT_test_nocan/QIDMQFZW.ogg,0,1
WOEDUNRQ,/home/tdl/deepvoice/CQT_test_nocan/WOEDUNRQ.ogg,0,1
mixed_903,/home/tdl/deepvoice/CQT_test_nocan/mixed_903.ogg,1,1
YFBVVRMZ,/home/tdl/deepvoice/CQT_test_nocan/YFBVVRMZ.ogg,1,0
mixed_9741,/home/tdl/deepvoice/CQT_test_nocan/mixed_9741.ogg,1,1
GDBQGRIG,/home/tdl/deepvoice/CQT_test_nocan/GDBQGRIG.ogg,1,0
GSENXPEP,/home/tdl/deepvoice/CQT_test_nocan/GSENXPEP.ogg,1,0
NQXQTDSO,/home/tdl/deepvoice/CQT_test_nocan/NQXQTDSO.ogg,0,1
PFUBMRFD,/home/tdl/deepvoice/CQT_test_nocan/PFUBMRFD.ogg,0,1
DVVHKKWL,/home/tdl/deepvoice/CQT_test_nocan/DVVHKKWL.ogg,1,0
KMMWXPQJ,/home/tdl/deepvoice/CQT_test_nocan/KMMWXPQJ.ogg,1,0
mixed_4044,/home/tdl/deepvoice/CQT_test_nocan/mixed_4044.ogg,1,1
TSYISGUE,/home/tdl/deepvoice/CQT_test_nocan/TSYISGUE.ogg,0,1
VILDMBFR,/home/tdl/deepvoice/CQT_test_nocan/VILDMBFR.ogg,0,1
OLAMJSIA,/home/tdl/deepvoice/CQT_test_nocan/OLAMJSIA.ogg,0,1
ZNWCQIHO,/home/tdl/deepvoice/CQT_test_nocan/ZNWCQIHO.ogg,0,1
mixed_4259,/home/tdl/deepvoice/CQT_test_nocan/mixed_4259.ogg,1,1
mixed_8563,/home/tdl/deepvoice/CQT_test_nocan/mixed_8563.ogg,1,1
BCGAJXSH,/home/tdl/deepvoice/CQT_test_nocan/BCGAJXSH.ogg,1,0
mixed_18641,/home/tdl/deepvoice/CQT_test_nocan/mixed_18641.ogg,1,1
KTSJGNZH,/home/tdl/deepvoice/CQT_test_nocan/KTSJGNZH.ogg,1,0
mixed_8694,/home/tdl/deepvoice/CQT_test_nocan/mixed_8694.ogg,1,1
BZHAJAZW,/home/tdl/deepvoice/CQT_test_nocan/BZHAJAZW.ogg,1,0
AVOMDYVR,/home/tdl/deepvoice/CQT_test_nocan/AVOMDYVR.ogg,0,1
ZHQVOCKK,/home/tdl/deepvoice/CQT_test_nocan/ZHQVOCKK.ogg,1,0
EHKMGWVT,/home/tdl/deepvoice/CQT_test_nocan/EHKMGWVT.ogg,1,0
MXOQHJTA,/home/tdl/deepvoice/CQT_test_nocan/MXOQHJTA.ogg,1,0
mixed_15192,/home/tdl/deepvoice/CQT_test_nocan/mixed_15192.ogg,1,1
WEUYEUMF,/home/tdl/deepvoice/CQT_test_nocan/WEUYEUMF.ogg,1,0
MAVVWOHT,/home/tdl/deepvoice/CQT_test_nocan/MAVVWOHT.ogg,1,0
CJQZJUBI,/home/tdl/deepvoice/CQT_test_nocan/CJQZJUBI.ogg,0,1
mixed_1317,/home/tdl/deepvoice/CQT_test_nocan/mixed_1317.ogg,1,1
HESIRSKD,/home/tdl/deepvoice/CQT_test_nocan/HESIRSKD.ogg,1,0
RPGUBLBQ,/home/tdl/deepvoice/CQT_test_nocan/RPGUBLBQ.ogg,0,1
LBEFHOGC,/home/tdl/deepvoice/CQT_test_nocan/LBEFHOGC.ogg,0,1
DQLNKBVS,/home/tdl/deepvoice/CQT_test_nocan/DQLNKBVS.ogg,1,0
HSXHVVGL,/home/tdl/deepvoice/CQT_test_nocan/HSXHVVGL.ogg,1,0
RKUCYGOJ,/home/tdl/deepvoice/CQT_test_nocan/RKUCYGOJ.ogg,1,0
YSGWDCMU,/home/tdl/deepvoice/CQT_test_nocan/YSGWDCMU.ogg,1,0
PMOCBKLH,/home/tdl/deepvoice/CQT_test_nocan/PMOCBKLH.ogg,0,1
WXHMSGCZ,/home/tdl/deepvoice/CQT_test_nocan/WXHMSGCZ.ogg,0,1
OHLAXQLO,/home/tdl/deepvoice/CQT_test_nocan/OHLAXQLO.ogg,0,1
ISSDPPHY,/home/tdl/deepvoice/CQT_test_nocan/ISSDPPHY.ogg,1,0
mixed_12291,/home/tdl/deepvoice/CQT_test_nocan/mixed_12291.ogg,1,1
mixed_13847,/home/tdl/deepvoice/CQT_test_nocan/mixed_13847.ogg,1,1
SRKLKIDF,/home/tdl/deepvoice/CQT_test_nocan/SRKLKIDF.ogg,1,0
mixed_8761,/home/tdl/deepvoice/CQT_test_nocan/mixed_8761.ogg,1,1
mixed_4723,/home/tdl/deepvoice/CQT_test_nocan/mixed_4723.ogg,1,1
SSUZJIRK,/home/tdl/deepvoice/CQT_test_nocan/SSUZJIRK.ogg,1,0
AVHQSNKY,/home/tdl/deepvoice/CQT_test_nocan/AVHQSNKY.ogg,0,1
EOOAMPTT,/home/tdl/deepvoice/CQT_test_nocan/EOOAMPTT.ogg,0,1
OPSQQHOR,/home/tdl/deepvoice/CQT_test_nocan/OPSQQHOR.ogg,1,0
mixed_25992,/home/tdl/deepvoice/CQT_test_nocan/mixed_25992.ogg,1,1
mixed_2816,/home/tdl/deepvoice/CQT_test_nocan/mixed_2816.ogg,1,1
FXYYARBV,/home/tdl/deepvoice/CQT_test_nocan/FXYYARBV.ogg,0,1
mixed_17030,/home/tdl/deepvoice/CQT_test_nocan/mixed_17030.ogg,1,1
BXZXHCXF,/home/tdl/deepvoice/CQT_test_nocan/BXZXHCXF.ogg,1,0
MJHEZMYA,/home/tdl/deepvoice/CQT_test_nocan/MJHEZMYA.ogg,0,1
FDHRVMFI,/home/tdl/deepvoice/CQT_test_nocan/FDHRVMFI.ogg,0,1
ILYTYNJY,/home/tdl/deepvoice/CQT_test_nocan/ILYTYNJY.ogg,0,1
mixed_16248,/home/tdl/deepvoice/CQT_test_nocan/mixed_16248.ogg,1,1
SROZEAOG,/home/tdl/deepvoice/CQT_test_nocan/SROZEAOG.ogg,1,0
HJVMTTJC,/home/tdl/deepvoice/CQT_test_nocan/HJVMTTJC.ogg,1,0
XEMAVGOG,/home/tdl/deepvoice/CQT_test_nocan/XEMAVGOG.ogg,1,0
mixed_25597,/home/tdl/deepvoice/CQT_test_nocan/mixed_25597.ogg,1,1
OASHDIYI,/home/tdl/deepvoice/CQT_test_nocan/OASHDIYI.ogg,0,1
NJNIMYSW,/home/tdl/deepvoice/CQT_test_nocan/NJNIMYSW.ogg,0,1
MFMPGGGU,/home/tdl/deepvoice/CQT_test_nocan/MFMPGGGU.ogg,1,0
mixed_11091,/home/tdl/deepvoice/CQT_test_nocan/mixed_11091.ogg,1,1
SQZCNOWN,/home/tdl/deepvoice/CQT_test_nocan/SQZCNOWN.ogg,0,1
mixed_16108,/home/tdl/deepvoice/CQT_test_nocan/mixed_16108.ogg,1,1
QPOUENTD,/home/tdl/deepvoice/CQT_test_nocan/QPOUENTD.ogg,1,0
WBKGUGLA,/home/tdl/deepvoice/CQT_test_nocan/WBKGUGLA.ogg,0,1
WIDDPVIP,/home/tdl/deepvoice/CQT_test_nocan/WIDDPVIP.ogg,1,0
CWFQEXWX,/home/tdl/deepvoice/CQT_test_nocan/CWFQEXWX.ogg,0,1
WQSRPGJA,/home/tdl/deepvoice/CQT_test_nocan/WQSRPGJA.ogg,0,1
mixed_743,/home/tdl/deepvoice/CQT_test_nocan/mixed_743.ogg,1,1
UURXDTZG,/home/tdl/deepvoice/CQT_test_nocan/UURXDTZG.ogg,1,0
LAAWBCQM,/home/tdl/deepvoice/CQT_test_nocan/LAAWBCQM.ogg,0,1
mixed_7487,/home/tdl/deepvoice/CQT_test_nocan/mixed_7487.ogg,1,1
CGFOLSIE,/home/tdl/deepvoice/CQT_test_nocan/CGFOLSIE.ogg,1,0
AEVCRCFP,/home/tdl/deepvoice/CQT_test_nocan/AEVCRCFP.ogg,0,1
mixed_8179,/home/tdl/deepvoice/CQT_test_nocan/mixed_8179.ogg,1,1
YTXVAGST,/home/tdl/deepvoice/CQT_test_nocan/YTXVAGST.ogg,0,1
JYHEGFUL,/home/tdl/deepvoice/CQT_test_nocan/JYHEGFUL.ogg,0,1
JGCFQPFQ,/home/tdl/deepvoice/CQT_test_nocan/JGCFQPFQ.ogg,0,1
ZOOZODRH,/home/tdl/deepvoice/CQT_test_nocan/ZOOZODRH.ogg,1,0
SIJHSMES,/home/tdl/deepvoice/CQT_test_nocan/SIJHSMES.ogg,1,0
PUWSNUDC,/home/tdl/deepvoice/CQT_test_nocan/PUWSNUDC.ogg,1,0
MISINFNP,/home/tdl/deepvoice/CQT_test_nocan/MISINFNP.ogg,0,1
ATDOXESO,/home/tdl/deepvoice/CQT_test_nocan/ATDOXESO.ogg,1,0
XFSSTCYO,/home/tdl/deepvoice/CQT_test_nocan/XFSSTCYO.ogg,0,1
IPYGQMLF,/home/tdl/deepvoice/CQT_test_nocan/IPYGQMLF.ogg,1,0
mixed_4041,/home/tdl/deepvoice/CQT_test_nocan/mixed_4041.ogg,1,1
ACPPUGMA,/home/tdl/deepvoice/CQT_test_nocan/ACPPUGMA.ogg,0,1
XFTSZFNT,/home/tdl/deepvoice/CQT_test_nocan/XFTSZFNT.ogg,0,1
YWYBIVWA,/home/tdl/deepvoice/CQT_test_nocan/YWYBIVWA.ogg,1,0
mixed_952,/home/tdl/deepvoice/CQT_test_nocan/mixed_952.ogg,1,1
GZHKDNLY,/home/tdl/deepvoice/CQT_test_nocan/GZHKDNLY.ogg,1,0
mixed_4569,/home/tdl/deepvoice/CQT_test_nocan/mixed_4569.ogg,1,1
mixed_1152,/home/tdl/deepvoice/CQT_test_nocan/mixed_1152.ogg,1,1
mixed_23397,/home/tdl/deepvoice/CQT_test_nocan/mixed_23397.ogg,1,1
mixed_25534,/home/tdl/deepvoice/CQT_test_nocan/mixed_25534.ogg,1,1
mixed_5621,/home/tdl/deepvoice/CQT_test_nocan/mixed_5621.ogg,1,1
mixed_3807,/home/tdl/deepvoice/CQT_test_nocan/mixed_3807.ogg,1,1
TKEXRQIH,/home/tdl/deepvoice/CQT_test_nocan/TKEXRQIH.ogg,0,1
mixed_2483,/home/tdl/deepvoice/CQT_test_nocan/mixed_2483.ogg,1,1
RBQWXTQW,/home/tdl/deepvoice/CQT_test_nocan/RBQWXTQW.ogg,0,1
HMSKDWYI,/home/tdl/deepvoice/CQT_test_nocan/HMSKDWYI.ogg,1,0
UTLBZLSE,/home/tdl/deepvoice/CQT_test_nocan/UTLBZLSE.ogg,1,0
FQTYYIHZ,/home/tdl/deepvoice/CQT_test_nocan/FQTYYIHZ.ogg,1,0
FULELEWF,/home/tdl/deepvoice/CQT_test_nocan/FULELEWF.ogg,0,1
mixed_5545,/home/tdl/deepvoice/CQT_test_nocan/mixed_5545.ogg,1,1
mixed_21118,/home/tdl/deepvoice/CQT_test_nocan/mixed_21118.ogg,1,1
